"","Division","Colour","Alpha","Favourite","Prob"
"44","SHORTLAND","#FF000059",0.349790049624634,"ALP",0.674895024812317
"45","SYDNEY","#FF0000AA",0.668039538714992,"ALP",0.834019769357496
"46","THROSBY","#FF000038",0.220862190383066,"ALP",0.610431095191533
"47","WARRINGAH","#0000FFB9",0.726472579553148,"Coalition",0.863236289776574
"48","WATSON","#FF000069",0.412610099091285,"ALP",0.706305049545642
"49","WENTWORTH","#0000FFB9",0.726472579553148,"Coalition",0.863236289776574
"50","WERRIWA","#0000FF05",0.0177407442593109,"Coalition",0.508870372129655
"51","LINGIARI","#0000FF19",0.0968022734837042,"Coalition",0.548401136741852
"52","SOLOMON","#0000FF8B",0.544438805647302,"Coalition",0.772219402823651
"53","BLAIR","#FF000000",0,"ALP",0.488093639020299
"54","BONNER","#0000FF8F",0.560540059753233,"Coalition",0.780270029876616
"55","BOWMAN","#0000FFA4",0.642925199821087,"Coalition",0.821462599910544
"56","BRISBANE","#0000FF80",0.501236312257153,"Coalition",0.750618156128576
"57","CAPRICORNIA","#0000FF2D",0.176770694543848,"Coalition",0.588385347271924
"58","DAWSON","#0000FF8E",0.555881490173071,"Coalition",0.777940745086536
"59","DICKSON","#0000FFAF",0.686911949411866,"Coalition",0.843455974705933
"60","FADDEN","#0000FFAF",0.688091423958968,"Coalition",0.844045711979484
"61","FAIRFAX","#0000FF95",0.582956865192856,"Coalition",0.791478432596428
"62","FISHER","#0000FF95",0.582956865192856,"Coalition",0.791478432596428
"63","FLYNN","#0000FFB4",0.704159074834456,"Coalition",0.852079537417228
"64","FORDE","#0000FF81",0.505141053562629,"Coalition",0.752570526781314
"65","GRIFFITH","#FF00008D",0.552919125206611,"ALP",0.776459562603305
"66","GROOM","#0000FFCA",0.790661385446738,"Coalition",0.895330692723369
"67","HERBERT","#0000FF82",0.510434445509256,"Coalition",0.755217222754628
"68","HINKLER","#0000FFBB",0.733640457232462,"Coalition",0.866820228616231
"69","KENNEDY","#A7A7A7",0.656322382569547,"Other",0.828161191284773
"70","LEICHHARDT","#0000FFAA",0.664844264209431,"Coalition",0.832422132104715
"71","LILLEY","#0000FF1E",0.118756998701087,"Coalition",0.559378499350544
"72","LONGMAN","#0000FF86",0.525554768106471,"Coalition",0.762777384053236
"73","MARANOA","#0000FFBF",0.750246805532371,"Coalition",0.875123402766186
"74","MCPHERSON","#0000FFB0",0.688565074427299,"Coalition",0.844282537213649
"75","MONCRIEFF","#0000FFC2",0.762705910260125,"Coalition",0.881352955130062
"76","MORETON","#0000FF78",0.47056611403549,"Coalition",0.735283057017745
"77","OXLEY","#0000FF2A",0.163831210687261,"Coalition",0.58191560534363
"78","PETRIE","#0000FF62",0.384989022041778,"Coalition",0.692494511020889
"79","RANKIN","#FF000023",0.138053363523449,"ALP",0.569026681761725
"80","RYAN","#0000FFA9",0.661682505027902,"Coalition",0.830841252513951
"81","WIDE BAY","#0000FFB8",0.723014732290075,"Coalition",0.861507366145037
"82","WRIGHT","#0000FFA2",0.634915732643192,"Coalition",0.817457866321596
"83","ADELAIDE","#FF00001A",0.103242956731125,"ALP",0.551621478365562
"84","BARKER","#0000FFB7",0.718539212117839,"Coalition",0.859269606058919
"85","BOOTHBY","#0000FF88",0.532517707662588,"Coalition",0.766258853831294
"86","GREY","#0000FFB7",0.718539212117839,"Coalition",0.859269606058919
"87","HINDMARSH","#0000FF1C",0.110493673559418,"Coalition",0.555246836779709
"88","KINGSTON","#0000FF92",0.571993955149888,"Coalition",0.785996977574944
"89","MAKIN","#FF000086",0.5241300871117,"ALP",0.76206504355585
"90","MAYO","#0000FFBE",0.743504590740379,"Coalition",0.87175229537019
"91","PORT ADELAIDE","#FF0000C1",0.755472754568453,"ALP",0.877736377284227
"92","STURT","#0000FFB5",0.709004141282831,"Coalition",0.854502070641415
"93","WAKEFIELD","#FF000079",0.475975429095156,"ALP",0.737987714547578
"94","BASS","#0000FF9A",0.603666344165311,"Coalition",0.801833172082655
"95","BRADDON","#0000FF6F",0.433571886213919,"Coalition",0.71678594310696
"96","DENISON","#484848",0.282016433331479,"Other",0.64100821666574
"97","FRANKLIN","#FF000029",0.161334395992258,"ALP",0.580667197996129
"98","LYONS","#FF000028",0.156203981662698,"ALP",0.578101990831349
"99","ASTON","#0000FF97",0.593470923704983,"Coalition",0.796735461852492
"100","BALLARAT","#FF00008F",0.560540059753233,"ALP",0.780270029876616
"101","BATMAN","#FF0000A5",0.647286821705426,"ALP",0.823643410852713
"102","BENDIGO","#FF000065",0.395688115813302,"ALP",0.697844057906651
"103","BRUCE","#FF00003C",0.235860457746807,"ALP",0.617930228873404
"104","CALWELL","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"105","CASEY","#0000FF97",0.590242503629689,"Coalition",0.795121251814845
"106","CHISHOLM","#FF00001F",0.122066208875679,"ALP",0.561033104437839
"107","CORANGAMITE","#0000FF89",0.539058458354889,"Coalition",0.769529229177444
"108","CORIO","#FF0000A9",0.663705442315131,"ALP",0.831852721157566
"109","DEAKIN","#0000FF97",0.593470923704983,"Coalition",0.796735461852492
"110","DUNKLEY","#0000FF89",0.539058458354889,"Coalition",0.769529229177444
"111","FLINDERS","#0000FFB7",0.718539212117839,"Coalition",0.859269606058919
"112","GELLIBRAND","#FF0000A5",0.648351648351648,"ALP",0.824175824175824
"113","GIPPSLAND","#0000FFB5",0.709004141282831,"Coalition",0.854502070641415
"114","GOLDSTEIN","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"115","GORTON","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"116","HIGGINS","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"117","HOLT","#FF0000B5",0.709004141282831,"ALP",0.854502070641415
"118","HOTHAM","#FF0000BD",0.739655030575589,"ALP",0.869827515287794
"119","INDI","#0000FFB5",0.709004141282831,"Coalition",0.854502070641415
"120","ISAACS","#FF000042",0.260233799030589,"ALP",0.630116899515295
"121","JAGAJAGA","#0000FF88",0.532517707662588,"Coalition",0.766258853831294
"122","KOOYONG","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"123","LA TROBE","#0000FF83",0.513712453995014,"Coalition",0.756856226997507
"124","LALOR","#FF0000AA",0.666425878984489,"ALP",0.833212939492244
"125","MALLEE","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"126","MARIBYRNONG","#FF00009D",0.614361942660758,"ALP",0.807180971330379
"127","MCEWEN","#FF000041",0.253310820825788,"ALP",0.626655410412894
"128","MCMILAN","#0000FF8B",0.543783783783784,"Coalition",0.771891891891892
"129","MELBOURNE","#FF000028",0.154952337102134,"ALP",0.577476168551067
"130","MELBOURNE PORTS","#FF00005F",0.371274927179028,"ALP",0.685637463589514
"131","MENZIES","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"132","MURRAY","#0000FFD2",0.822045123578034,"Coalition",0.911022561789017
"133","SCULLIN","#FF0000B7",0.716155751950597,"ALP",0.858077875975298
"134","WANNON","#0000FFD0",0.816507470978171,"Coalition",0.908253735489086
"135","WILLS","#FF0000CC",0.800492694722263,"ALP",0.900246347361132
"136","BRAND","#0000FF00",0,"Coalition",0.468531444379591
"137","CANNING","#0000FF95",0.58485671436099,"Coalition",0.792428357180495
"138","COWAN","#0000FF9D",0.614361942660758,"Coalition",0.807180971330379
"139","CURTIN","#0000FFBE",0.743504590740379,"Coalition",0.87175229537019
"140","DURACK","#0000FF9F",0.62330394293917,"Coalition",0.811651971469585
"141","FORREST","#0000FFA4",0.641540944269491,"Coalition",0.820770472134745
"142","FREMANTLE","#FF000048",0.283018867924528,"ALP",0.641509433962264
"143","HASLUCK","#0000FF7F",0.499905631922163,"Coalition",0.749952815961082
"144","MOORE","#0000FFB7",0.716956771890029,"Coalition",0.858478385945014
"145","O'CONNOR","#0000FFC4",0.769322871104277,"Coalition",0.884661435552139
"146","PEARCE","#0000FFB7",0.716361182498513,"Coalition",0.858180591249256
"147","PERTH","#FF00002C",0.173386162859838,"ALP",0.586693081429919
"148","STIRLING","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
"149","SWAN","#0000FF7E",0.493661353081461,"Coalition",0.746830676540731
"150","TANGNEY","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
