"","Division","Colour","Alpha","Favourite","Prob"
"1","CANBERRA","#FF0000A2",0.63609022556391,"ALP",0.818045112781955
"2","FRASER","#FF0000BB",0.731547139794543,"ALP",0.865773569897271
"3","BANKS","#0000FF0B",0.0449966647246076,"Coalition",0.522498332362304
"4","BARTON","#FF00003B",0.229636034736111,"ALP",0.614818017368055
"5","BENNELONG","#0000FF8C",0.550151975683891,"Coalition",0.775075987841945
"6","BEROWRA","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"7","BLAXLAND","#FF0000A3",0.640471109652003,"ALP",0.820235554826001
"8","BRADFIELD","#0000FFB6",0.714746822675005,"Coalition",0.857373411337502
"9","CALARE","#0000FFBD",0.74154033870919,"Coalition",0.870770169354595
"10","CHARLTON","#FF0000A2",0.637249273053915,"ALP",0.818624636526957
"11","CHIFLEY","#FF00009F",0.621628123778306,"ALP",0.810814061889153
"12","COOK","#0000FFBA",0.729884870030332,"Coalition",0.864942435015166
"13","COWPER","#0000FFBB",0.734246072598228,"Coalition",0.867123036299114
"14","CUNNINGHAM","#FF0000AD",0.67986561075114,"ALP",0.83993280537557
"15","DOBELL","#0000FF58",0.344713522363952,"Coalition",0.672356761181976
"16","EDEN-MONARO","#0000FF11",0.0651728617292313,"Coalition",0.532586430864616
"17","FARRER","#0000FFB3",0.700311723816033,"Coalition",0.850155861908016
"18","FOWLER","#FF00008C",0.550151975683891,"ALP",0.775075987841945
"19","GILMORE","#0000FFA5",0.647340030362738,"Coalition",0.823670015181369
"20","GRAYNDLER","#FF0000A3",0.638082955333442,"ALP",0.819041477666721
"21","GREENWAY","#0000FF4C",0.299919798727766,"Coalition",0.649959899363883
"22","HUGHES","#0000FFA9",0.662083715245952,"Coalition",0.831041857622976
"23","HUME","#0000FFB9",0.726218178688091,"Coalition",0.863109089344046
"24","HUNTER","#FF0000A9",0.661036543442093,"ALP",0.830518271721047
"25","KINGSFORD-SMITH","#FF000058",0.346646577803109,"ALP",0.673323288901554
"26","LINDSAY","#0000FF42",0.260054636515405,"Coalition",0.630027318257702
"27","LYNE","#0000FFB5",0.710175466783665,"Coalition",0.855087733391833
"28","MACARTHUR","#0000FF96",0.588785046728972,"Coalition",0.794392523364486
"29","MACKELLAR","#0000FFB6",0.714746822675005,"Coalition",0.857373411337502
"30","MACQUARIE","#0000FF6C",0.424296828246559,"Coalition",0.712148414123279
"31","MCMAHON","#FF00009F",0.624537913584896,"ALP",0.812268956792448
"32","MITCHELL","#0000FFB8",0.72245718803491,"Coalition",0.861228594017455
"33","NEW ENGLAND","#0000FFC2",0.762736524999547,"Coalition",0.881368262499773
"34","NEWCASTLE","#FF000069",0.410788381742739,"ALP",0.705394190871369
"35","NORTH SYDNEY","#0000FFB6",0.714746822675005,"Coalition",0.857373411337502
"36","PAGE","#FF000017",0.089309595051299,"ALP",0.544654797525649
"37","PARKES","#0000FFB0",0.689344292267126,"Coalition",0.844672146133563
"38","PARRAMATTA","#FF00001B",0.105884650479978,"ALP",0.552942325239989
"39","PATERSON","#0000FFB5",0.709004141282831,"Coalition",0.854502070641415
"40","REID","#FF000000",0,"ALP",0.466482559673533
"41","RICHMOND","#FF00002C",0.171274998602757,"ALP",0.585637499301379
"42","RIVERINA","#0000FFA5",0.64731367517602,"Coalition",0.82365683758801
"43","ROBERTSON","#0000FF0B",0.0449966647246076,"Coalition",0.522498332362304
"44","SHORTLAND","#FF0000AC",0.67440803278102,"ALP",0.83720401639051
"45","SYDNEY","#FF0000B0",0.689061101927539,"ALP",0.844530550963769
"46","THROSBY","#FF000094",0.580939112932259,"ALP",0.790469556466129
"47","WARRINGAH","#0000FFB9",0.726472579553148,"Coalition",0.863236289776574
"48","WATSON","#FF00009E",0.618159931452221,"ALP",0.809079965726111
"49","WENTWORTH","#0000FFB9",0.726472579553148,"Coalition",0.863236289776574
"50","WERRIWA","#FF000058",0.346154089751206,"ALP",0.673077044875603
"51","LINGIARI","#FF000004",0.0176073816684672,"ALP",0.508803690834234
"52","SOLOMON","#0000FF46",0.273575883730808,"Coalition",0.636787941865404
"53","BLAIR","#FF00006B",0.418849977988924,"ALP",0.709424988994462
"54","BONNER","#0000FF38",0.219447396386823,"Coalition",0.609723698193411
"55","BOWMAN","#0000FF9E",0.618159931452221,"Coalition",0.809079965726111
"56","BRISBANE","#FF000000",0,"ALP",0.458972133834731
"57","CAPRICORNIA","#FF000044",0.268361325065406,"ALP",0.634180662532703
"58","DAWSON","#0000FF17",0.0896838875801238,"Coalition",0.544841943790062
"59","DICKSON","#0000FF78",0.469133576045606,"Coalition",0.734566788022803
"60","FADDEN","#0000FFA1",0.631395294404748,"Coalition",0.815697647202374
"61","FAIRFAX","#0000FF93",0.576753335439748,"Coalition",0.788376667719874
"62","FISHER","#0000FF72",0.448880221531007,"Coalition",0.724440110765504
"63","FLYNN","#0000FF48",0.281820307447074,"Coalition",0.640910153723537
"64","FORDE","#0000FF81",0.505141053562629,"Coalition",0.752570526781314
"65","GRIFFITH","#FF0000AF",0.686331078039773,"ALP",0.843165539019886
"66","GROOM","#0000FFCA",0.790661385446738,"Coalition",0.895330692723369
"67","HERBERT","#0000FF13",0.0728797078657719,"Coalition",0.536439853932886
"68","HINKLER","#0000FFA6",0.652609386074303,"Coalition",0.826304693037151
"69","KENNEDY","#A7A7A7",0.656322382569547,"Other",0.828161191284773
"70","LEICHHARDT","#0000FF6E",0.429642076696724,"Coalition",0.714821038348362
"71","LILLEY","#FF00006B",0.417823666188872,"ALP",0.708911833094436
"72","LONGMAN","#0000FF05",0.019721633212697,"Coalition",0.509860816606349
"73","MARANOA","#0000FFBF",0.750246805532371,"Coalition",0.875123402766186
"74","MCPHERSON","#0000FFB0",0.688565074427299,"Coalition",0.844282537213649
"75","MONCRIEFF","#0000FFBB",0.732481293352996,"Coalition",0.866240646676498
"76","MORETON","#FF000029",0.159943756380377,"ALP",0.579971878190188
"77","OXLEY","#FF000095",0.583746172262833,"ALP",0.791873086131417
"78","PETRIE","#FF00004A",0.291958311073282,"ALP",0.645979155536641
"79","RANKIN","#FF000090",0.564481103063073,"ALP",0.782240551531537
"80","RYAN","#0000FFA1",0.631395294404748,"Coalition",0.815697647202374
"81","WIDE BAY","#0000FFB8",0.723014732290075,"Coalition",0.861507366145037
"82","WRIGHT","#0000FFA2",0.634915732643192,"Coalition",0.817457866321596
"83","ADELAIDE","#FF000062",0.384586092364975,"ALP",0.692293046182487
"84","BARKER","#0000FFB7",0.718539212117839,"Coalition",0.859269606058919
"85","BOOTHBY","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"86","GREY","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"87","HINDMARSH","#FF000024",0.140261506365035,"ALP",0.570130753182517
"88","KINGSTON","#FF0000B0",0.688541828360159,"ALP",0.844270914180079
"89","MAKIN","#FF0000AE",0.681060429326461,"ALP",0.840530214663231
"90","MAYO","#0000FFBE",0.743504590740379,"Coalition",0.87175229537019
"91","PORT ADELAIDE","#FF0000C1",0.755472754568453,"ALP",0.877736377284227
"92","STURT","#0000FFB4",0.70654573661913,"Coalition",0.853272868309565
"93","WAKEFIELD","#FF00009C",0.613473344547145,"ALP",0.806736672273573
"94","BASS","#0000FF69",0.413279096396526,"Coalition",0.706639548198263
"95","BRADDON","#0000FF21",0.131214831576763,"Coalition",0.565607415788381
"96","DENISON","#4C4C4C",0.299270121612631,"Other",0.649635060806315
"97","FRANKLIN","#FF00004E",0.304035157810627,"ALP",0.652017578905314
"98","LYONS","#FF000056",0.335938027960785,"ALP",0.667969013980393
"99","ASTON","#0000FF5F",0.373847510622946,"Coalition",0.686923755311473
"100","BALLARAT","#FF0000A6",0.649265453201515,"ALP",0.824632726600758
"101","BATMAN","#FF0000AD",0.679109084474003,"ALP",0.839554542237001
"102","BENDIGO","#FF000091",0.567220005346204,"ALP",0.783610002673102
"103","BRUCE","#FF00006F",0.435531016563819,"ALP",0.71776550828191
"104","CALWELL","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"105","CASEY","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"106","CHISHOLM","#FF00005D",0.364548494983278,"ALP",0.682274247491639
"107","CORANGAMITE","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"108","CORIO","#FF0000BA",0.729912895358994,"ALP",0.864956447679497
"109","DEAKIN","#0000FF89",0.53740750890655,"Coalition",0.768703754453275
"110","DUNKLEY","#0000FF8D",0.554215841228079,"Coalition",0.777107920614039
"111","FLINDERS","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"112","GELLIBRAND","#FF0000BC",0.735843648675277,"ALP",0.867921824337639
"113","GIPPSLAND","#0000FFB5",0.709004141282831,"Coalition",0.854502070641415
"114","GOLDSTEIN","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"115","GORTON","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"116","HIGGINS","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"117","HOLT","#FF0000B1",0.693149257619172,"ALP",0.846574628809586
"118","HOTHAM","#FF0000AE",0.68374216828103,"ALP",0.841871084140515
"119","INDI","#0000FF9E",0.618159931452221,"Coalition",0.809079965726111
"120","ISAACS","#FF0000A2",0.637249273053915,"ALP",0.818624636526957
"121","JAGAJAGA","#FF00009F",0.624462494027711,"ALP",0.812231247013856
"122","KOOYONG","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"123","LA TROBE","#0000FF6C",0.424296828246559,"Coalition",0.712148414123279
"124","LALOR","#FF0000BA",0.729912895358994,"ALP",0.864956447679497
"125","MALLEE","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"126","MARIBYRNONG","#FF0000B4",0.706674315627185,"ALP",0.853337157813592
"127","MCEWEN","#FF000089",0.538068946318378,"ALP",0.769034473159189
"128","MCMILAN","#0000FF90",0.56390318694557,"Coalition",0.781951593472785
"129","MELBOURNE","#FF000038",0.218175051368213,"ALP",0.609087525684107
"130","MELBOURNE PORTS","#FF000082",0.511558980438648,"ALP",0.755779490219324
"131","MENZIES","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"132","MURRAY","#0000FFD2",0.822045123578034,"Coalition",0.911022561789017
"133","SCULLIN","#FF0000B7",0.716155751950597,"ALP",0.858077875975298
"134","WANNON","#0000FFD0",0.816507470978171,"Coalition",0.908253735489086
"135","WILLS","#FF0000CC",0.800492694722263,"ALP",0.900246347361132
"136","BRAND","#FF000009",0.036811152254411,"ALP",0.518405576127206
"137","CANNING","#0000FF7E",0.495454989737074,"Coalition",0.747727494868537
"138","COWAN","#0000FFA6",0.649265453201515,"Coalition",0.824632726600758
"139","CURTIN","#0000FFB6",0.713747645951036,"Coalition",0.856873822975518
"140","DURACK","#0000FF9F",0.62330394293917,"Coalition",0.811651971469585
"141","FORREST","#0000FFA9",0.660796384251957,"Coalition",0.830398192125979
"142","FREMANTLE","#FF000081",0.507168549571913,"ALP",0.753584274785957
"143","HASLUCK","#0000FF59",0.350821730757221,"Coalition",0.675410865378611
"144","MOORE","#0000FFB7",0.716956771890029,"Coalition",0.858478385945014
"145","O'CONNOR","#0000FFC6",0.776843553110303,"Coalition",0.888421776555151
"146","PEARCE","#0000FFB7",0.716361182498513,"Coalition",0.858180591249256
"147","PERTH","#FF000069",0.412610099091285,"ALP",0.706305049545642
"148","STIRLING","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
"149","SWAN","#0000FF8D",0.554215841228079,"Coalition",0.777107920614039
"150","TANGNEY","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
